ParentOrganisation.ABN,ParentOrganisation.LegalName,ABN,LegalName,ClientNotes
22117516090,Andrew Mihno,45166961659,TMA Comms Pty Ltd,"Speech Analytics Innovator of compliance and illegal conduct detection.

https://www.calljourney.com"
22117516090,Andrew Mihno,66006627087,tma Group of Companies,"Multinational Printing and Tech Solutions Innovator

http://www.tmaust.com"
92715851492,Chikarovski & Associates Pty Ltd,92612444845,TMS Clinics Pty Ltd,
51364113263,Cotterell Jannette Suzanne,,Tobacco Free Portfolios (pro bono),
99153936719,"Cornerstone Group Australia Pty Ltd ",,TOMRA Group,
81634747363,GC Advisory Pty Ltd,,Torrens Capital Management Pty Ltd,
70543558011,Brent William Knevett,,ToukanLabs,
37108802366,Purple Communications Australia Pty Ltd,,"Town of Claremont ",
13159060561,Megan Anwyl,,Town of Port Hedland,
93354249142,The Trustee for ECG Advisory Trust,,TPG Capital,
25146672264,Denison Toyer Pty Ltd,,Trades College Australia Pty Ltd,
56131702755,GRA Partners Pty Ltd,33178428523,"Training Alliance Group ",https://www.trainingalliance.com.au/
29138717272,Momentum Strategic Communication Services,,Transgrid,
26614088881,Christmas Jalili Pty Ltd,,TransGrid,
62164001969,BDaaS Consulting Pty Ltd,,Trellis Data Pty Ltd,
89096965794,opr Agency,,Tresillian,
20126507211,Richardson Coutts,,Tribal Group Plc,
36617864347,Primary Communication Partners,,Triple P International,
59719341477,Advanced Outcomes,80050415739,TRI-STAR PETROLEUM COMPANY,https://tri-stargroup.com/
91631938317,Wells OCallaghan Watterson Pty Ltd,,Tritium,
65140067287,"Barton Deakin ",,TSG Interactive Services Ltd,
87145965466,Sling & Stone,45162121824,TWITTER AUSTRALIA HOLDINGS PTY LIMITED,https://twitter.com
56136912260,Equilibrium OMG Pty Ltd,44164971939,Tyre Stewardship Australia,
63106038304,Premier Strategy Pty Ltd,,Tyrecycle,
71595434578,PRX Unit Trust,,Tyresmart Australia Pty Ltd,
17165851856,Willard Public Affairs Pty Limited,,U.S. Chamber of Commerce,
79109681405,Hawker Britton Group Pty Ltd,,Uber Australia Pty Ltd.,ACN: 160299865
26098280892,Comsult(Aust) Pty Ltd,,UbiquitiLink Inc,
48074671462,Essential Media Communications,,UFU of Australia - Aviation Branch,
56054857698,MR DARYL GORDON PILMORE,,"Union-Swiss (Pty) Ltd ",
56054857698,MR DARYL GORDON PILMORE,,"Union-Swiss (Pty) Ltd ",
34628814728,Jeanes Holland and Associates Pty Ltd,,University of Adelaide,
29145634224,Jo Scard Pty Ltd,57195873179,University of New South Wales 57 195 873 179,
62621984923,Brickfielder Government Engagement,30764374782,University of Tasmania,
63634916199,CHURCHILL ADVISORY PTY LTD,97605590216,UPHOLD & RECOGNISE LIMITED,
36617864347,Primary Communication Partners,,Upskilled,
65140067287,"Barton Deakin ",,Used Tyre Recycling Corporation Pty Ltd,
87145965466,Sling & Stone,91006741340,UTODESK AUSTRALIA PTY. LTD.,https://www.autodesk.com.au
84094846358,Consilium International Group Pty Ltd,,UXC Limited,
76615655699,Nexus APAC Pty Ltd,19133444041,Vanguard Health,
78729712484,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,,Varian Medical Systems Australasia,
26149964189,Premier State Consulting Pty Ltd,38003354934,Variety - The Chidren's Charity,
71619450841,PremierNational Pty Ltd,38003354934,Variety - The Children's Charity,
20018352673,The Hon. Robert Charles Baldwin,,"Varley Engineering Pty Ltd ",
65129479821,Creative Transformations (Aust) Pty Ltd,,Varley Group Pty Ltd,
80060862704,ABAKUS Aircraft and Aviation Specialists Pty Limited,45624743200,Varley Rafael Australia Pty Limited,"Australian venture for the manufacture, support and development of Rafael products in Australia"
71105001081,Bush Consulting Services Pty Ltd,,Vault Systems,
65140067287,"Barton Deakin ",,"Vector Limited ",
17148998645,Diplomacy Pty Limited,,Veritas,
17165851856,Willard Public Affairs Pty Limited,,Vertex Pharmaceuticals (Australia) Pty Ltd,
91631938317,Wells OCallaghan Watterson Pty Ltd,,Vertiv (Vertiv Co),
92603411650,Spring Street Advisory,,Vestas Australian Wind Technology Pty Ltd,
87612391741,GovCorp Pty Ltd,,Vesuvio Software Pty Ltd,
21131482230,Sanlaan Pty Ltd,,VHA Holdings Pty Ltd,
38162366056,Newgate Communications Pty Limited,,viagogo,
16007797793,Alkar Pty Ltd,,ViaSat,
60355347758,Trustee of Kerans Family Trust,,ViaSat Inc,https://www.viasat.com/
69005120409,Vicom Australia Pty Ltd,,Viavi Solutions AvComm Business unit,
78729712484,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,96101504045,Vicinity Centres PM Pty Ltd,
78729712484,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,,Vicinity Centres PM Pty Ltd,
59651725642,Lindsay Tanner,,VICT,
59160523384,Freight  Trade Alliance (FTA) Pty Ltd,,Victoria International Container Terminal,
50082123822,GRACosway Pty Ltd,56164915655,Victoria International Container Terminal Limited,https://www.vict.com.au/
91167042408,Royce Communications Pty Ltd,,Victoria University,
91167042408,Royce Communications Pty Ltd,,Victoria University,
51364113263,Cotterell Jannette Suzanne,,Victorian Automobile Chamber of Commerce,
78729712484,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,,Victorian Pride Centre Ltd,
50082123822,GRACosway Pty Ltd,13006908756,Victorian Trailers Pty Ltd,https://www.victrailers.com.au/
91133062012,Sports Hydrant Pty Ltd,,Virgin Blue Group of Airlines,
50082123822,GRACosway Pty Ltd,85093384680,Visionstream Australia Pty Limited,https://www.visionstream.com.au/
51069838222,The Fifth Estate Consultancy Pty Ltd,74004337615,Visy Pty Ltd,
17165851856,Willard Public Affairs Pty Limited,,VM Ware Australia Pty Ltd,
65140067287,"Barton Deakin ",,Vodafone Australia,
21131482230,Sanlaan Pty Ltd,22840194337,Volbury Pty Ltd as Trustee for the Adelaide Street Property Trust,
50082123822,GRACosway Pty Ltd,,Volt Bank Limited,
78729712484,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,,VTN Assets Cape Bridgewater Pty Ltd,ACN is 607916941
79632066669,Operational Legal Australia Pty Ltd,18127236266,W & E Platt Pty Ltd,
37108802366,Purple Communications Australia Pty Ltd,,"WA Independent Power Association Inc ",
97081134698,Ivydale Nominees Pty Ltd,,WA Nightclubs Association,
66619642858,CGM Communications Pty Ltd,,Waardi Limited,
65140067287,"Barton Deakin ",95001176263,Walker Corporation,
98134890337,Michelson Alexander Consulting,,Wallara Australia Limited,
99067477703,Financial & Corporate Relations Pty Limited,,Wallenius Wilhelmsen Ocean,
99067477703,Financial & Corporate Relations Pty Limited,,Wallenius Wilhelmsen Ocean,
91338850428,M.J STEVENS & P WONG,18084661441,Walsh Stevens Pty Ltd,
94064357544,CPR Communications & Public Relations Pty Ltd,,Walter and Eliza Hall Institute of Medical Research,
54633570549,Chris Drummer,,Warner Pharmacy,
94064357544,CPR Communications & Public Relations Pty Ltd,,Warrnambool City Council,
31083755104,Seismic Asia Pacific Pty Ltd,,Wartsila Elac Nautik,
96727742003,O'Reilly Consulting,,Waste and Recycling Association of South Australia,
50619061504,Forbes Consultancy,,Water Stewardship Australia,
20126507211,Richardson Coutts,48129876213,Water Utilities Australia Pty Ltd,
26149964189,Premier State Consulting Pty Ltd,,Waterbrook Australia Pty Ltd,
97009584105,Bartholomew Quinn and Associates,,Waterfront Business Community,
49622979177,"Media and Public Affairs ",,Waugh Global,
89412183088,Resolution Junction,,Wavlink Incorporated,
32145884608,Butler Hardy Corporate Pty Ltd,,We Fix Credit (Auspac) Pty Ltd,
14625954912,Kurrajong Strategic Counsel,,"WE Platt ",
46071979461,FTI Consulting (Perth) Pty Ltd,,Wellard Group,
93354249142,The Trustee for ECG Advisory Trust,,Wesfarmers,
37108802366,Purple Communications Australia Pty Ltd,,Western Australia Lithium,
38917883987,Michael Megaw,,Western Australian Deaf Society,
79928896133,The Trustee for the Cobalt Family Trust,,Western Gas Corporation,
79928896133,The Trustee for the Cobalt Family Trust,,Western Gas Corporation,
86090759032,Sefiani Communications Group Pty Ltd,,Westside Corporation,
92603411650,Spring Street Advisory,,WestWind Energy,
92603411650,Spring Street Advisory,,WestWind Energy,
32145884608,Butler Hardy Corporate Pty Ltd,,Whelan Jim and Kym,
50082123822,GRACosway Pty Ltd,,White Cloud Foundation,
36617864347,Primary Communication Partners,,White Ribbon Australia,
38162366056,Newgate Communications Pty Limited,,Whitehaven Coal Limited,
81623654839,Coode Holdings Pty Ltd,,Wightman Building,
24613884763,Strategic Political Counsel Pty Ltd,,William Buck (Qld) Pty Ltd,
24613884763,Strategic Political Counsel Pty Ltd,,William Buck (Qld) Pty Ltd,
36617864347,Primary Communication Partners,,William Demant Holding Group,
99153936719,"Cornerstone Group Australia Pty Ltd ",,Winc Australia  New Zealand,
99153936719,"Cornerstone Group Australia Pty Ltd ",,Winc Australia  New Zealand,
50082123822,GRACosway Pty Ltd,63066828936,Windermere Child & Family Services Inc,www.windermere.org.au
18169904232,Collective Position Group Pty Ltd,,Wine Victoria,
96727742003,O'Reilly Consulting,,Winestate Publishing,
38162366056,Newgate Communications Pty Limited,,Wing Aviation Pty Ltd,
39612003460,ALPHA Consult Pty Ltd,,women in media,
39612003460,ALPHA Consult Pty Ltd,,women in media,
99153936719,"Cornerstone Group Australia Pty Ltd ",,"Women's Housing Limited ",
48074671462,Essential Media Communications,,Women's Legal Service Inc,
72963316425,A D Evers-Buckland,,Wonthaggi Life Saving Club,
33136520548,SAS Consulting Group Pty Ltd,,WorkPac Group,
92715851492,Chikarovski & Associates Pty Ltd,,Workplace Super Specialists Australia,
29145634224,Jo Scard Pty Ltd,,Wounds Australia ABN 69 104 482 963,
79109681405,Hawker Britton Group Pty Ltd,,WPP AUNZ,
89096965794,opr Agency,,WPP plc,
89096965794,opr Agency,,WPP plc,
78729712484,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,38393903860,Wyndham City Council,
47609028015,Insight Strategy Pty Ltd,,Wyndham Vacation Resorts,
87145965466,Sling & Stone,40626293150,WYWM SERVICES PTY LTD,https://www.withyouwithme.com/
91133062012,Sports Hydrant Pty Ltd,,Xact Project Management,
87145965466,Sling & Stone,89124215247,XERO AUSTRALIA PTY LIMITED,https://www.xero.com/au/
99153936719,"Cornerstone Group Australia Pty Ltd ",89124215247,Xero Australia Pty Ltd,
87145965466,Sling & Stone,30147613938,XREF (AU) PTY LTD,https://xref.com/en/au/
79109681405,Hawker Britton Group Pty Ltd,,Yamatji Marlpa Aboriginal Corporation,
90116598924,Statecraft,,Yancoal,
14616647628,Cahill and Bailey Pty Ltd,74095441151,Yara Pilbara Fertilisers Pty Ltd,
71619450841,PremierNational Pty Ltd,93606583706,Year 13 Pty Ltd,
26149964189,Premier State Consulting Pty Ltd,93606583706,Year 13 Pty Ltd,
65140067287,"Barton Deakin ",,Yellow Edge,
79109681405,Hawker Britton Group Pty Ltd,,Yellow Edge,
99153936719,"Cornerstone Group Australia Pty Ltd ",,Young & Rubicam Group Pty Limited,
99153936719,"Cornerstone Group Australia Pty Ltd ",,Young & Rubicam Group Pty Limited,
32145884608,Butler Hardy Corporate Pty Ltd,,Your Central Coast Airport Association,
32145884608,Butler Hardy Corporate Pty Ltd,,Your Central Coast Airport Association,
81634747363,GC Advisory Pty Ltd,26601019434,YOUR DC INVESTMENTS PTY LTD,
93354249142,The Trustee for ECG Advisory Trust,,Youth Care WA,
52159456685,WELLS HASLEM MAYHEW STRATEGIC PUBLIC AFFAIRS PTY. LTD.,,Youth Insearch,
52159456685,WELLS HASLEM MAYHEW STRATEGIC PUBLIC AFFAIRS PTY. LTD.,,Youth Insearch,
33136520548,SAS Consulting Group Pty Ltd,,Yuanda Australia Pty Ltd,
40079616050,Porter Novelli Australia Pty Ltd,,Yumbah Aquaculture,
50082123822,GRACosway Pty Ltd,,Yumbah Aquaculture Ltd,
94064357544,CPR Communications & Public Relations Pty Ltd,,Zagame Automotive Group,
94064357544,CPR Communications & Public Relations Pty Ltd,,Zagame Automotive Group,
50082123822,GRACosway Pty Ltd,53621676640,Zero Mass Water (Australia) Pty Limited,https://www.zeromasswater.com/ap/
65002687685,Baldwin Boyle Group,,ZIP Water,
22117516090,Andrew Mihno,,ZipBy (Touchless Parking Access and Control Innovator),
22117516090,Andrew Mihno,68604763966,ZIPBY Pty Limited,"Touchless Parking and Customer Data Tech Innovation Platform

http://www.zipby.com.au"
87145965466,Sling & Stone,58164440993,ZIPMONEY PAYMENTS PTY LTD,
62164001969,BDaaS Consulting Pty Ltd,,Ziroh Labs Pty Ltd,
17165851856,Willard Public Affairs Pty Limited,,Zoetis Australia Pty Ltd,
49622979177,"Media and Public Affairs ",,Zouki,
52159456685,WELLS HASLEM MAYHEW STRATEGIC PUBLIC AFFAIRS PTY. LTD.,,Zurich Financial Services Australia Limited,
92715851492,Chikarovski & Associates Pty Ltd,,"Zurich Financial Services Australia Limited ",
